Seed,Nearest A1,Furthest A1,Average A1,Nearest A2,Furthest A2,Average A2,Nearest A3,Furthest A3,Average A3,Nearest B1,Furthest B1,Average B1,Nearest B2,Furthest B2,Average B2,Nearest B3,Furthest B3,Average B3,Nearest C1,Furthest C1,Average C1,Nearest C2,Furthest C2,Average C2,Nearest C3,Furthest C3,Average C3,Overall Nearest,Overall Furthest,Overall Average
1993978306,226.15782,17469.582,7953.187,884.71405,17953.375,8685.784,1274.1276,38359.652,15405.918,1703.7183,17523.105,8456.72,1216.9216,43696.332,23126.703,891.37085,68897.56,27631.586,688.1423,15275.345,6186.2505,1196.3754,16539.287,8333.878,2695.2214,38475.555,18948.26,1197.4166259765625,30465.533203125,13858.6982421875
1995073649,563.0569,18852.078,7586.3965,1094.3628,19669.307,7914.8286,1319.5345,38285.566,18152.908,255.08127,17480.314,9033.827,3390.8252,41518.58,20153.453,842.09644,66258.46,27711.238,1127.7146,14720.564,6400.0737,671.2177,16552.404,9094.431,986.3714,38236.254,18903.744,1138.9178466796875,30174.8359375,13883.43359375
1996331268,654.10675,12516.887,6473.699,351.33493,18075.846,8588.196,1576.9208,45054.336,17544.668,1514.4363,17031.416,7966.6016,524.3368,48905.395,20247.705,2581.101,48056.664,24370.441,927.03265,20550.047,7938.9946,832.5928,24247.889,9314.865,1167.6167,43875.164,22736.86,1125.4976806640625,30923.73828125,13909.1142578125
1997569333,652.8713,14012.342,6617.956,1034.111,18740.621,8149.857,659.0697,25740.04,10741.355,1173.2672,20287.234,9863.651,749.1073,39086.383,19849.76,842.09644,57869.875,28847.855,859.8553,16351.561,6688.8916,1086.0594,30586.973,10236.159,2695.2214,56229.312,21686.377,1083.5177001953125,30989.37109375,13631.318359375
1998021582,1611.2808,15310.298,7122.647,1816.0791,16860.139,8873.843,1319.5345,41443.23,20141.785,1257.326,20436.39,9635.547,1230.5092,34694.74,16958.129,2358.938,54906.23,27175.021,851.5642,14008.891,6085.454,671.2177,42493.668,13229.589,1123.5166,37842.875,16316.793,1359.9962158203125,30888.49609375,13948.7568359375
1900321961,548.08777,17946.598,7554.552,1034.111,17959.52,8796.755,2614.7632,36210.78,16267.743,802.9547,19546.5,9535.748,998.3228,31949.07,15694.786,2577.9634,54455.293,24784.215,986.7734,12941.835,5587.9805,1022.094,46700.273,10979.439,1311.4471,45334.12,22320.684,1321.835205078125,31449.33203125,13502.43359375
1904109801,1373.924,12633.583,5878.119,732.99316,18635.447,9218.908,1523.7686,42438.02,18819.023,1517.5774,19633.502,8740.748,2218.794,46145.523,22246.121,2581.101,51861.348,22970.139,1856.9485,16549.41,7871.731,586.8859,18430.266,8810.154,2302.5764,56078.477,21243.586,1632.7298583984375,31378.396484375,13977.6142578125
1904533995,973.90375,15083.755,7631.1895,1201.923,19883.38,8146.687,1671.031,35405.89,15985.162,1074.1724,20449.924,9401.135,968.9345,38182.05,17804.35,3229.928,69589.21,22393.945,1851.909,16129.911,8102.848,1179.9863,44081.75,13504.373,2330.51,40336.793,19756.672,1609.1441650390625,33238.07421875,13636.2626953125
1906057515,973.90375,14455.754,6295.808,497.27368,16335.462,8083.268,2259.7976,38957.92,19097.629,549.55743,19946.205,9554.583,606.462,40637.61,18891.586,3229.928,47388.215,24090.49,1056.9489,17579.795,7452.218,786.49695,18479.432,7099.5293,2908.811,48656.613,22914.057,1429.9088134765625,29159.66796875,13719.9072265625
1907245639,335.45334,15961.39,6879.8486,1428.4669,15336.861,7434.211,2135.8586,44740.477,18384.422,255.08127,21931.7,10649.007,1230.5092,43486.59,20302.29,1878.3289,42888.67,23168.572,490.6575,15779.62,7922.5454,1927.4044,24419.67,10002.259,1097.6418,42737.55,20636.232,1197.7113037109375,29698.05859375,13931.04296875
1907566908,706.0527,17383.79,7379.652,696.6657,19071.697,7492.7915,1394.273,33146.14,14367.456,1239.4778,20695.55,9882.955,1241.7163,33370.22,15826.676,1992.1698,68531.63,30571.465,1364.8511,16643.357,7710.408,1626.0859,20475.723,10317.665,5112.037,45604.28,21449.17,1708.147705078125,30546.931640625,13888.693359375
1909865994,58.381393,18070.873,8103.809,849.7856,13438.47,5814.3564,1167.325,32893.445,15091.882,761.35205,22497.621,8250.795,1490.9121,40454.715,18763.463,891.37085,70448.25,28325.89,1271.3473,16187.331,8260.221,1249.1888,33151.1,12737.022,3415.6187,40007.28,19056.229,1239.4757080078125,31905.455078125,13822.6298828125
1911415312,1258.1964,16620.518,7758.2764,1094.3628,15484.861,7437.839,2673.398,37386.426,20036.389,261.48605,17867.479,8861.397,1269.4421,51114.562,17576.496,1387.2133,59994.71,26582.652,1557.7852,16244.473,7055.767,1267.9215,42330.574,11089.308,986.3714,41475.61,19483.252,1306.2418212890625,33168.80078125,13986.8193359375
1913841879,493.94028,16372.817,8082.9395,1399.5233,17577.28,7608.809,659.0697,27345.129,12998.252,445.51532,19859.727,9446.968,1939.0211,46490.254,19688.545,891.37085,74281.67,25569.2,706.2723,15853.115,6856.0137,1259.9363,38537.977,14561.963,1698.2302,43914.574,17214.88,1054.764404296875,33359.171875,13558.619140625
1913968954,427.66837,13890.212,6734.0845,1343.4896,20826.502,8789.536,1941.1638,37898.477,17509.998,902.25964,19642.752,9118.427,749.1073,29494.926,13756.826,1878.3289,70864.34,28578.42,746.68866,16573.922,7155.9927,2328.5574,19780.244,10613.016,986.3714,46408.71,20252.697,1255.95947265625,30597.787109375,13612.1103515625
1914359115,335.45334,14944.802,7305.662,854.38324,20179.242,7833.058,2673.398,38125.254,18152.293,761.35205,19147.79,9595.934,712.7649,44587.11,19268.268,2450.8687,55452.355,24660.4,1662.6107,14607.11,7246.7124,726.72925,35973.72,12645.123,1977.2585,39117.207,18440.416,1350.535400390625,31348.287109375,13905.318359375
1915494546,1538.7212,17140.518,7789.3105,758.795,17570.027,8913.298,1855.2261,43111.03,21455.133,445.51532,21978.744,10795.255,3019.665,38758.93,17157.629,1328.9396,70654.45,28994.45,512.4438,17393.756,6289.695,564.9411,15198.489,7158.016,1123.5166,40336.793,17285.979,1238.640380859375,31349.193359375,13982.0849609375
1915539498,1105.8313,18202.07,8411.754,351.33493,18191.963,8681.888,2080.4082,39785.773,15356.699,1601.7953,18599.824,9953.643,890.75684,49013.707,22574.424,1779.2096,55994.31,26170.65,654.4817,16087.977,7766.4106,722.4502,20568.432,9781.432,1333.807,33921.16,16913.754,1168.897216796875,30040.580078125,13956.7392578125
1918928695,609.78754,14945.336,6957.5483,1710.7557,18637.096,9059.696,1854.4846,47378.84,19837.92,1650.6599,19690.232,10279.672,3281.1082,44344.23,18886.217,1992.1698,59994.71,25225.504,1197.0852,17393.756,7302.7275,786.49695,18720,7527.176,2514.726,47067.883,20118.611,1733.0303955078125,32019.12109375,13910.5634765625
1922628946,1002.7051,17716.633,7842.8877,351.33493,16774.395,6609.798,1523.7686,33920.73,18607.793,552.7892,20385.336,8029.6978,2840.2876,41528.383,19909.928,1977.68,75922.16,28185.53,580.56116,16643.38,8169.924,786.49695,18986.568,7968.107,1097.6418,47583.71,20217.928,1190.36279296875,32162.365234375,13949.0654296875
1924797317,330.55215,15118.22,7333.027,1159.1472,20224.059,9063.237,544.84625,39727.676,17882.26,1311.4615,18350.719,8558.487,749.1073,46145.523,19449.63,891.37085,54162.312,22809.848,795.426,12534.441,6017.6704,1260.1747,34045.54,11109.422,1097.6418,49787.914,23291.21,904.4141845703125,32232.93359375,13946.087890625
1928136523,563.0569,16988.547,6838.024,1560.7474,19230.822,9023.668,2439.0034,27130.693,14495.018,761.35205,19693.07,9597.835,1447.9717,33891.594,16745.977,3343.878,57134.652,27535.969,795.426,17552.303,8388.6455,832.5928,40078.547,13629.398,2695.2214,40210.074,17778.941,1604.361083984375,30212.255859375,13781.4970703125
1929041015,226.15782,15158.706,7645.594,884.71405,17210.111,7889.653,1576.9208,25592.922,11873.94,1146.6317,21304.934,11742.721,2805.4526,38008.06,18684.295,3364.445,57533.27,28751.434,859.8553,15565.74,7449.385,1410.0464,41947.844,11096.271,1097.6418,41475.61,19753.447,1485.7628173828125,30421.91015625,13876.3046875
1929368919,652.8713,18150.572,7965.76,497.27368,20224.059,8290.145,2405.5093,47260.816,19911.771,1122.4589,19466.389,9739.457,749.1073,41531.965,15773.112,1990.9056,61387.75,25049.504,1013.1553,13334.025,5985.937,1890.3734,33151.1,11578.847,3649.476,48751.133,19855.28,1552.347900390625,33695.3125,13794.423828125
1932564252,1003.83417,14258.629,6860.2124,1710.7557,15295.794,7490.3896,2689.1074,36340.91,15033.793,1633.4714,21311.541,10170.83,749.1073,46490.254,17232.17,1878.3289,58778.277,25762.348,511.36172,16903.13,6842.453,508.18198,40210.168,15625.499,1097.6418,45002.746,20590.621,1309.087890625,32732.3828125,13956.4794921875
1933852347,769.3411,15158.706,6986.354,497.27368,13907.135,7536.8105,1274.1276,37898.477,17499.164,552.7892,20004.516,10113.515,1689.6555,46145.523,21146.188,1990.9056,57869.875,24095.807,813.4327,19458.973,8730.1,875.2562,19117.625,9751.423,2188.3027,43137.004,19845.6,1183.453857421875,30299.759765625,13967.2177734375
1934179685,1561.6313,13409.155,6584.6826,849.7856,15295.794,7272.329,1523.7686,31725.365,13958.085,768.0246,16524.625,7704.8,606.462,45739.332,21135.314,1990.9056,60486.137,24669.346,883.8408,19627.518,8627.55,1411.5964,42512.08,14632.506,2685.5198,51228.92,20602.059,1364.614990234375,32949.87890625,13909.6298828125
1936470177,1390.8857,12459.583,6110.3784,1862.5518,21288.025,10596.37,1875.2468,27379.756,12716.339,552.7892,20222.064,9761.532,1216.9216,47535.19,18419.72,2581.101,68572.71,27358.115,746.68866,16037.827,7582.027,786.49695,32257.295,10026.998,1097.6418,57664.336,22856.059,1345.591552734375,33712.9765625,13936.3935546875
1936931701,1002.7051,15439.896,7047.825,813.9617,20224.059,9262.784,544.84625,41891.746,19457.494,547.1742,21252.193,9112.825,1269.4421,43954.047,13776.5,3634.073,65790.266,27163.803,892.31244,17042.797,7414.1675,726.72925,19023.875,9521.956,2639.7498,50767.387,23300.955,1341.2215576171875,32820.6953125,14006.478515625
1939133323,1258.1964,16064.599,7226.346,557.71387,19071.697,9504.44,1614.773,39743.42,14285.789,261.48605,19583.166,8943.38,606.462,42483.145,19861.418,2262.206,50778.297,22654.686,773.0369,13356.852,6230.4434,1688.9778,43494.76,14763.76,2821.3774,43689.727,21943.654,1316.0255126953125,32029.517578125,13934.8798828125
1942632968,548.08777,18070.873,8619.438,1201.923,19906.377,8526.621,2439.0034,35461.992,16354.187,1633.546,18671.244,9436.752,1666.484,46293.516,21475.074,1328.9396,51677.715,25478.172,859.8553,14392.031,6564.281,508.18198,14532.468,6486.8813,4562.723,52149.457,21653.727,1638.7493896484375,30128.408203125,13843.9033203125
1945642873,330.55215,16372.817,7326.059,758.795,17430.34,7396.1924,2746.008,39642.246,17757.959,1017.8946,16058.624,8394.332,4171.0425,39431.78,18838.092,2587.4912,56751.957,26886.768,321.70465,17937.7,8335.4,1086.0594,36979.242,11693.827,2514.726,39482.367,19083.072,1726.0303955078125,31120.78515625,13967.966796875
1952540576,226.15782,15961.39,8425.837,703.5761,21288.025,10223.135,544.84625,37232.902,17045.553,768.0246,23426.777,9160.406,712.7649,31959.912,14379.849,3873.968,51728.496,26924.123,1511.0936,18332.898,8125.4204,602.99927,18903.307,9148.699,1097.6418,39713.016,19002.27,1115.6746826171875,28727.4140625,13603.9208984375
1952743323,330.55215,14012.311,7435.344,1155.4927,17277.426,8107.543,1523.7686,34243.465,15722.779,761.35205,21976.7,9302.48,1221.0243,45454.78,19404.814,2581.101,64146.188,30263.785,1153.4568,18743.652,8113.2764,832.5928,24247.889,11008.451,1311.4471,43875.164,16286.301,1207.865234375,31553.064453125,13960.5302734375
1955982354,697.2505,15439.896,6566.4746,342.22363,15187.494,7806.911,2604.4475,43079.242,23660.102,1225.2014,16162.702,7569.3213,1369.3704,46947.91,17105.328,1328.9396,79981.914,26145.656,580.56116,16436.291,7906.5273,1022.094,17701.66,8196.927,2302.5764,41449.117,17923.957,1274.740478515625,32487.359375,13653.466796875
1958314145,2052.0466,16545.117,6976.8706,1786.1748,20293.643,9394.538,544.84625,36383.414,12652.789,445.51532,22497.621,10871.294,1216.9216,46490.254,16882.377,3513.7537,75214.33,29458.395,773.0369,15840.171,7169.225,722.4502,38537.977,12308.282,1708.9337,43261.74,18760.809,1418.1865234375,35007.140625,13830.5087890625
1963369642,1534.2777,16624.88,7491.3013,1094.3628,16070.732,7332.192,1576.9208,40937.17,16845.535,802.9547,20641.846,10700.064,1447.9717,38189.04,16058.822,1387.2133,62566.17,30241.742,321.70465,13049.765,6288.0576,564.9411,34576.566,10502.216,2514.726,57921.14,20625.764,1249.4525146484375,33397.48046875,14009.521484375
1965599050,1120.8092,17034.748,7822.241,1033.3099,17706.277,8076.565,968.31696,41232.203,15992.161,1173.2672,20957.219,10860.306,1369.3704,33426.86,16810.367,1387.2133,65040.105,27629.857,1013.1553,16256.092,6864.5605,671.2177,26363.59,10651.925,1311.4471,54815.1,20332.4,1116.456298828125,32536.91015625,13893.3759765625
1966517785,1373.924,15866.912,7361.332,451.2671,18293.648,8044.5977,2447.7302,38363.65,19232.51,1628.5734,21311.756,10065.142,1447.9717,41318.184,17107.547,891.37085,53229.973,25891.162,688.1423,17223.771,8277.955,671.2177,15739.053,8534.21,1818.2278,51257.145,21401.102,1268.7138671875,30289.34375,13990.6171875
1967606041,693.6214,14577.821,7100.2793,502.5049,17209.932,9070.118,659.0697,40237.1,16977.646,1212.2782,20695.55,10137.265,1241.7163,33513.58,15427.326,842.09644,46969.863,23189.184,728.594,15948.036,5822.489,1872.9725,43455.7,16807.285,1450.505,43914.574,20510.693,1022.5953979492188,30724.68359375,13893.5869140625
1967844862,1186.5796,18852.078,8386.452,684.62164,20468.43,7803.9365,2447.7302,25645.8,13089.895,1173.2672,20613.416,10390.3545,1447.9717,34093.26,15318.228,1844.9999,69589.21,32321.816,1482.2565,15988.547,7782.625,999.19763,43835.902,15100.898,1097.6418,33851.23,15377.042,1373.807373046875,31437.541015625,13952.3603515625
1973796957,329.4593,14921.595,7227.5146,1343.4896,17516.684,7521.3633,1749.7263,34814.656,14868.822,1239.4778,20387.688,9179.757,1447.9717,42764.664,20526,1328.9396,61913.367,28162.3,490.6575,13337.6455,6709.256,602.99927,36421.2,11964.234,1123.5166,50392.08,18817.625,1072.915283203125,32496.619140625,13886.3193359375
1974070019,427.66837,11121.322,5989.614,342.22363,20468.43,7827.449,2220.0251,37778.36,16228.876,549.55743,20591.154,9658.502,890.75684,49874.25,26281.852,2587.4912,62355,25485.77,773.0369,13356.852,5859.342,1924.7211,19171.566,9062.427,1450.505,40251.27,19519.102,1240.6650390625,30552.0234375,13990.326171875
1974193822,1186.5796,18852.078,8091.2764,1399.5233,19757.854,10314.409,2646.9932,45258.08,20716.578,552.7892,18377.258,8152.0767,2269.484,42802.863,19261.121,891.37085,59449.645,22415.475,883.8408,16424.41,6450.433,1411.5964,42808.176,13125.964,1123.5166,39850.445,16848.664,1373.9659423828125,33731.19921875,13930.666015625
1974795816,609.78754,15691.317,7122.906,854.38324,16776.836,7361.0464,659.0697,40117.426,13770.906,959.705,23799.902,10527.509,1795.0695,38106.695,17333.932,1990.9056,47490.652,22135.469,600.1949,17987.346,7246.259,2233.8447,46231.86,17879.96,1698.2302,51232.605,19670.385,1266.7989501953125,33048.29296875,13672.041015625
1980606464,1240.7595,16389.475,7462.0195,649.6769,15165.19,7413.5454,2447.7302,43335.785,16853.031,1138.8625,23326.291,10734.501,2615.3394,40388.207,18485.066,891.37085,61533.836,26096.385,746.68866,13314.099,6138.842,1163.3073,42706.96,12244.821,1311.4471,50218.41,20586.29,1356.13134765625,34042.02734375,14001.611328125
1985578639,769.3411,15961.39,7274.395,502.5049,17826.63,7973.5166,968.31696,39333.38,16847.225,1257.326,22710.572,9320.213,1230.5092,44400.375,19265.988,891.37085,47226.35,25119.512,890.4636,15304.017,7453.0713,1307.921,36421.2,11700.658,1698.2302,48312.777,21051.857,1057.33154296875,31944.076171875,14000.71484375
1988489927,706.0527,14642.637,6551.433,502.5049,16380.03,8623.226,968.31696,39542.91,19453.793,1633.546,17758.156,8180.643,1216.9216,48017.87,19875.45,891.37085,59161.754,27989.379,771.57196,15445.338,7811.4805,1196.3754,19584.148,10116.304,2264.8074,38972.047,15545.478,1127.94091796875,29944.98828125,13794.1318359375
1988917468,1782.606,16986.242,8370.686,854.38324,20732.938,8240.027,2501.2803,38011.953,16695.242,321.58444,16899.12,8786.478,3019.665,43686.32,17539.883,2677.6536,67307.77,31112.021,1140.263,18743.652,7489.788,1259.9363,26363.59,11207.926,986.3714,37242.066,15212.032,1615.971435546875,31774.849609375,13850.4541015625
1991414038,973.90375,17692.71,7974.5186,1155.4927,19230.822,8894.604,1614.773,43645,15337.342,261.48605,21240.773,10665.387,3964.712,39086.383,17935.969,1990.9056,70059.695,29416.568,1127.7146,14006.386,5586.4004,1349.9181,19426.932,9579.857,2839.5803,43708.16,20206.047,1697.6094970703125,32010.76171875,13955.1884765625
1993886170,893.07623,18070.873,8050.5923,1271.7043,18075.846,7505.865,1671.031,37171.453,19286.09,255.08127,19467.395,9671.519,749.1073,48905.395,19306.562,3441.1553,51818.4,26098.074,1785.953,20550.047,8442.457,1022.094,16316.632,6891.4976,1698.2302,40336.793,17947.045,1420.8258056640625,30079.203125,13688.85546875
1993978306,226.15782,17469.582,7953.187,884.71405,17953.375,8685.784,1274.1276,38359.652,15405.918,1703.7183,17523.105,8456.72,1216.9216,43696.332,23126.703,891.37085,68897.56,27631.586,688.1423,15275.345,6186.2505,1196.3754,16539.287,8333.878,2695.2214,38475.555,18948.26,1197.4166259765625,30465.533203125,13858.6982421875
1995073649,563.0569,18852.078,7586.3965,1094.3628,19669.307,7914.8286,1319.5345,38285.566,18152.908,255.08127,17480.314,9033.827,3390.8252,41518.58,20153.453,842.09644,66258.46,27711.238,1127.7146,14720.564,6400.0737,671.2177,16552.404,9094.431,986.3714,38236.254,18903.744,1138.9178466796875,30174.8359375,13883.43359375
1996331268,654.10675,12516.887,6473.699,351.33493,18075.846,8588.196,1576.9208,45054.336,17544.668,1514.4363,17031.416,7966.6016,524.3368,48905.395,20247.705,2581.101,48056.664,24370.441,927.03265,20550.047,7938.9946,832.5928,24247.889,9314.865,1167.6167,43875.164,22736.86,1125.4976806640625,30923.73828125,13909.1142578125
1997569333,652.8713,14012.342,6617.956,1034.111,18740.621,8149.857,659.0697,25740.04,10741.355,1173.2672,20287.234,9863.651,749.1073,39086.383,19849.76,842.09644,57869.875,28847.855,859.8553,16351.561,6688.8916,1086.0594,30586.973,10236.159,2695.2214,56229.312,21686.377,1083.5177001953125,30989.37109375,13631.318359375
1998021582,1611.2808,15310.298,7122.647,1816.0791,16860.139,8873.843,1319.5345,41443.23,20141.785,1257.326,20436.39,9635.547,1230.5092,34694.74,16958.129,2358.938,54906.23,27175.021,851.5642,14008.891,6085.454,671.2177,42493.668,13229.589,1123.5166,37842.875,16316.793,1359.9962158203125,30888.49609375,13948.7568359375
2000077708,1002.7733,13581.374,6235.075,1097.1079,18074.887,8114.856,1014.02203,38106.21,18449.334,261.48605,20034.465,8970.984,3735.517,47907.87,17467.709,1465.3127,47731.074,25345.576,971.1088,15269.788,6676.8604,1022.094,27321.588,10065.795,2549.4182,60660.758,23766.71,1457.64892578125,32076.4453125,13899.2109375
2000343724,751.2014,15055.35,6946.683,1155.4927,17135.89,7393.8716,2463.573,41509.023,18701.805,1945.0336,20387.688,9818.946,749.1073,33370.22,15337.349,2486.3015,56070.246,28116.172,321.70465,16900.164,7111.9106,334.128,19426.932,8341.819,2485.1135,52798.74,23555.676,1410.1839599609375,30294.916015625,13924.9150390625
2005437122,226.15782,18886.322,7827.0835,849.7856,17463.85,7636.624,1720.205,37793.848,16545.662,1919.1664,19088.992,9438.53,3059.5037,42148.2,18852.79,1328.9396,51728.496,26776.916,1153.4568,17807.152,7986.9624,775.8431,42512.08,13579.961,1333.807,46212.258,16785.502,1374.0960693359375,32626.798828125,13936.669921875
